primary_key,name,indication,symptoms
DB00098,Antithymocyte immunoglobulin (rabbit),For prevention of renal transplant rejection,"['Anti-human thymocyte immunoglobulin, rabbit', 'Anti-T-lymphocyte immune globulin, rabbit', 'Anti-thymocyte globulin (rabbit)', 'Anti-thymocyte globulin rabbit', 'Antithymocyte immunoglobulin', 'Lapine T-lymphocyte immune globulin', 'Rabbit anti-human thymocyte globulin', 'Rabbit anti-human thymocyte globulin (rATG)', 'Rabbit anti-human thymocyte immunoglobulin', 'Rabbit anti-thymocyte immunoglobulin', 'Rabbit antithymocyte globulin', 'Rabbit ATG', 'rATG', 'Thymoglobulin', 'Thymoglobuline']"
DB00099,Filgrastim,"This drug is a leucocyte growth factor [FDA label] indicated to:

Decrease the incidence of infection as manifested by febrile neutropenia
in patients with nonmyeloid malignancies receiving myelosuppressive anti-cancer drugs associated with a significant incidence of severe neutropenia with fever [FDA label]. 

Reduce the time to neutrophil recovery and the duration of fever, following induction or consolidation chemotherapy treatment in patients with acute myeloid leukemia (AML) [FDA label]

Reduce the duration of neutropenia and neutropenia-related clinical sequelae e.g. febrile neutropenia, in patients with nonmyeloid malignancies undergoing myeloablative chemotherapy followed by bone marrow transplantation (BMT) [FDA label]

Mobilize autologous hematopoietic progenitor cells into the peripheral blood for collection by leukapheresis [FDA label]

Reduce the incidence and duration of sequelae of severe neutropenia (e.g. fever infections oropharyngeal ulcers) in symptomatic patients with congenital neutropenia cyclic neutropenia or idiopathic neutropenia [FDA label].

Neupogen is approved for treatment of patients with radiation-induced myelosuppression following a radiological/nuclear incident [L3739].","['Filgrastim-aafi', 'Filgrastim-sndz', 'G-CSF', 'Granulocyte Colony Stimulating Factor', 'Tbo-filgrastim']"
DB00100,Coagulation Factor IX (Recombinant),For treatment of hemophilia (Christmas disease).,"['Coagulation factor IX (recombinant)', 'Coagulation factor IX recombinant human', 'Factor IX (Recombinant)', 'nonacog alfa', 'nonacog gamma', 'Recombinant factor IX']"
DB00102,Becaplermin,For topical treatment of skin ulcers (from diabetes),"['Becaplermin', 'PDGF-2', 'PDGF-BB', 'PDGFB', 'Platelet-derived growth factor BB, recombinant', 'Platelet-derived growth factor beta polypeptide', 'Recombinant platelet-derived growth factor BB', 'rhPDGF-BB', 'rPDGF-BB', 'SH-POLYPEPTIDE-59']"
DB00103,Agalsidase beta,For treatment of Fabry's disease (alpha-galactosidase A deficiency),"['Agalsidase alfa', 'Alpha-galactosidase A']"
DB00104,Octreotide,For treatment of acromegaly and reduction of side effects from cancer chemotherapy,"['Octreotide', 'Octrotide']"
DB00105,Interferon alfa-2b,"For the treatment of hairy cell leukemia, malignant melanoma, and AIDS-related Kaposi's sarcoma.","['Interferon alfa-2b', 'Interferon alfa-2b, recombinant', 'Interferon alpha-2B', 'Interferon a-2b', 'Intron (Interferon a2b)', 'Intron A', 'Intron A (Interferon a2b)', 'r-INF-alpha', 'rIFN-alpha-2b']"
DB00106,Abarelix,For palliative treatment of advanced prostate cancer.,['Abarelix']
DB00107,Oxytocin,"Used for labor induction, augmentation of labor, postpartum abbreviation of third stage of labor, postpartum control of uterine bleeding, termination of pregnancy and for the evaluation of fetal respiratory capability. Oxytocin cannot be used for elective induction of labor, there must be a clear medical requirement.",['Oxytocin']
DB00108,Natalizumab,For treatment of multiple sclerosis.,"['Anti-alpha4 integrin', 'Anti-VLA4']"
DB00109,Enfuvirtide,Enfuvirtide is an antiretroviral drug used in combination therapy for the treatment of HIV-1/AIDS.,
DB00110,Palivizumab,For prophylaxis of respiratory diseases casued by respiratory syncytial virus.,['Palivizumab']
DB00111,Daclizumab,Zenapax is a humanized monoclonal antibody used for prevention of renal transplant rejection,"['Dacliximab', 'Daclizumab beta']"
DB00112,Bevacizumab,As part of combination therapy for metastatic colorectal cancer and HER2-negative metastatic breast cancer.,"['Anti-VEGF Humanized Monoclonal Antibody', 'Anti-VEGF monoclonal antibody', 'Bevacizumab', 'bevacizumab-awwb', 'rhuMAb-VEGF']"
DB00113,Technetium Tc-99m arcitumomab,For imaging colorectal tumors,"['Arcitumomab technetium-99m', 'Technetium (99mTc) arcitumomab', 'Technetium Tc 99m arcitumomab', 'Technetium-99m arcitumomab']"
DB00114,Pyridoxal phosphate,For nutritional supplementation and for treating dietary shortage or imbalance.,"['3-hydroxy-2-methyl-5-((phosphonooxy)methyl)-4-pyridinecarboxaldehyde', '3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde 5-phosphate', 'Codecarboxylase', 'PLP', 'Pyridoxal 5-monophosphoric acid ester', 'Pyridoxal 5-phosphate', ""Pyridoxal 5'-phosphate"", 'Pyridoxal P', 'Pyridoxal phosphate anhydrous', 'Pyridoxal-5P', 'Pyridoxal-P']"
DB00115,Cyanocobalamin,"
**Nasal spray**

The cyanocobalamin nasal spray is indicated for the maintenance of vitamin B12 concentrations after normalization with intramuscular vitamin B12 therapy in patients with deficiency of this vitamin who have no nervous system involvement [FDA label].

Note:  CaloMist [FDA label], the nasal spray form, has not been evaluated for the treatment of newly diagnosed vitamin B12 deficiency.

**Injection forms (subcutaneous, intramuscular)**

These forms are indicated for vitamin B12 deficiencies due to various causes, with or without neurologic manifestations [F3736].  Vitamin B12 deficiency is frequently caused by malabsorption, which is often associated with the following conditions [L5545]:

Addisonian (pernicious) anemia

Gastrointestinal pathology, dysfunction, or surgery, including gluten enteropathy or sprue, small bowel bacterial overgrowth, total or partial gastrectomy

Fish tapeworm infestation

Malignancy of the pancreas or bowel

Folic acid deficiency


**Oral forms**

Vitamin B12 supplements are widely available and indicated in patients who require supplementation for various reasons.  Dose requirements for vitamin B12 which are higher than normal (caused by pregnancy, thyrotoxicosis, hemolytic anemia, hemorrhage, malignancy, hepatic and renal disease) can usually be achieved with oral supplementation [L5545].   Oral products of vitamin B12 are not recommended in patients with malabsorption, as these forms are primarily absorbed in the gastrointestinal tract [F3739].","['Cyanocob(III)alamin', 'Cyanocobalamin', 'Vitamin B12', 'Vitamin B12 complex', 'Vitamin B12 NOS']"
DB00116,Tetrahydrofolic acid,"For nutritional supplementation, also for treating dietary shortage or imbalance.","['5,6,7,8-tetrahydrofolate', '5,6,7,8-tetrahydrofolic acid', 'Tetrahydrofolate']"
DB00117,Histidine,The actions of supplemental L-histidine are entirely unclear. It may have some immunomodulatory as well as antioxidant activity. L-histidine may be indicated for use in some with rheumatoid arthritis. It is not indicated for treatment of anemia or uremia or for lowering serum cholesterol.,"['(S)-4-(2-Amino-2-carboxyethyl)imidazole', '(S)-a-Amino-1H-imidazole-4-propanoic acid', '(S)-alpha-amino-1H-Imidazole-4-propanoic acid', '(S)-alpha-Amino-1H-imidazole-4-propionic acid', '(S)-a-amino-1H-Imidazole-4-propanoic acid', 'HIS', 'Histidine', 'L-(-)-histidine', 'L-Histidin', 'L-Histidine']"
DB00118,Ademetionine,"S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being.","['AdoMet', 'S-Adenosylmethionine', 'SAM', 'SAM-e', 'SAMe']"
DB00119,Pyruvic acid,"For nutritional supplementation, also for treating dietary shortage or imbalance","['2-ketopropionic acid', '2-oxopropanoic acid', 'a-Ketopropionic acid', 'Acetylformic acid', 'alpha-ketopropionic acid', 'BTS', 'Pyroracemic acid', 'a-ketopropionic acid']"
DB00120,L-Phenylalanine,L-phenylalanine may be helpful in some with depression. It may also be useful in the treatment of vitiligo. There is some evidence that L-phenylalanine may exacerbate tardive dyskinesia in some schizophrenic patients and in some who have used neuroleptic drugs.,"['(S)-2-Amino-3-phenylpropionic acid', '(S)-alpha-Amino-beta-phenylpropionic acid', '3-phenyl-L-alanine', 'beta-Phenyl-L-alanine', 'F', 'Phe', 'Phenylalanine', 'ß-phenyl-L-alanine']"
DB00121,Biotin,"For nutritional supplementation, also for treating dietary shortage or imbalance.","['(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid', '(3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid', '5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoic acid', 'Biotin', 'cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid', 'cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid', 'cis-Tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid', 'Coenzyme R', 'D-(+)-biotin', 'D-Biotin', 'Vitamin B7', 'Vitamin H']"
DB00122,Choline,"For nutritional supplementation, also for treating dietary shortage or imbalance","['Bilineurine', 'Choline ion', 'N-trimethylethanolamine', 'N,N,N-trimethylethanol-ammonium', 'trimethylethanolamine', 'Vitamin J']"
DB00123,L-Lysine,Supplemental L-lysine has putative anti-herpes simplex virus activity. There is preliminary research suggesting that it may have some anti-osteoporotic activity.,"['(S)-2,6-diaminohexanoic acid', '(S)-lysine', '(S)-a,e-diaminocaproic acid', '6-ammonio-L-norleucine', 'L-2,6-Diaminocaproic acid', 'L-lys', 'LYS', 'Lysine', 'Lysine acid']"
DB00125,L-Arginine,"Used for nutritional supplementation, also for treating dietary shortage or imbalance.","['(2S)-2-amino-5-(carbamimidamido)pentanoic acid', '(2S)-2-amino-5-guanidinopentanoic acid', '(S)-2-amino-5-guanidinopentanoic acid', '(S)-2-Amino-5-guanidinovaleric acid', 'Arg', 'Arginine', 'L-(+)-Arginine', 'L-Arg', 'R']"
DB00126,Ascorbic acid,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.","['Ascorbate', 'Ascorbic acid', 'L-(+)-ascorbic acid', 'L-Ascorbate', 'L-Ascorbic Acid', 'Vitamin C']"
DB00127,Spermine,"For nutritional supplementation, also for treating dietary shortage or imbalance","['4,9-diaza-1,12-dodecanediamine', '4,9-diazadodecane-1,12-diamine', 'Musculamine', ""N,N'-Bis(3-aminopropyl)-1,4-butanediamine"", 'Spermine']"
DB00128,Aspartic acid,"There is no support for the claim that aspartates are exercise performance enhancers, i.e. ergogenic aids.","['(S)-2-aminobutanedioic acid', '(S)-2-aminosuccinic acid', '2-Aminosuccinic acid', 'Asp', 'Aspartic acid', 'D', 'L-Asp', 'L-Aspartate', 'L-Aspartic acid']"
DB00129,Ornithine,"Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing.","['(S)-2,5-Diaminopentanoate', '(S)-2,5-Diaminopentanoic acid', '(S)-2,5-diaminovaleric acid', '(S)-ornithine', '(S)-a,d-diaminovaleric acid', 'L-Ornithine', 'levo-ornithine', 'Ornithine']"
DB00130,L-Glutamine,"Used for nutritional supplementation, also for treating dietary shortage or imbalance.

Used to reduce the acute complications of sickle cell disease in adult and pediatric patients 5 years of age and older [FDA Label].","['(2S)-2-amino-4-carbamoylbutanoic acid', '(2S)-2,5-diamino-5-oxopentanoic acid', '(S)-2,5-diamino-5-oxopentanoic acid', 'Glutamic acid 5-amide', 'Glutamic acid amide', 'Glutamine', 'L-(+)-glutamine', 'L-2-aminoglutaramic acid', 'L-glutamic acid <U+03B3>-amide', 'Levoglutamide', 'Q']"
DB00131,Adenosine phosphate,"For nutritional supplementation, also for treating dietary shortage or imbalance","[""5'-Adenosine monophosphate"", ""5'-Adenylic acid"", ""5'-AMP"", ""5'-O-Phosphonoadenosine"", ""Adenosine 5'-(dihydrogen phosphate)"", ""Adenosine 5'-monophosphate"", ""Adenosine 5'-phosphate"", 'Adenosine monophosphate', 'Adenosine phosphate', ""Adenosine-5'-Monophosphate"", ""Adenosine-5'-monophosphoric acid"", ""Adenosine-5'P"", 'Adenylate', 'Adenylic acid', ""Ado5'P"", 'AMP', 'PAdo']"
DB00132,Alpha-Linolenic Acid,For nutritional supplementation and for treating dietary shortage or imbalance.,"['(9,12,15)-linolenic acid', '(9Z,12Z,15Z)-Octadecatrienoic acid', '(Z,Z,Z)-9,12,15-octadecatrienoic acid', '9-cis,12-cis,15-cis-octadecatrienoic acid', '9,12,15-Octadecatrienoic acid', 'ALA', 'all-cis-9,12,15-Octadecatrienoic acid', 'alpha-Linolenic acid', 'cis-delta(9,12,15)-Octadecatrienoic acid', 'cis,cis,cis-9,12,15-Octadecatrienoic acid', 'Linolenic acid', 'a-linolenic acid']"
DB00133,Serine,Used as a natural moisturizing agent in some cosmetics and skin care products.,"['(S)-2-Amino-3-hydroxypropanoic acid', '(S)-Serine', 'alpha-Amino-beta-hydroxypropionic acid', 'beta-Hydroxyalanine', 'L-Serine', 'Ser', 'Serine']"
