"primary_key","synonym_Synonyms","language_Synonyms","coder_Synonyms"
"DB00122","Bilineurine","english",NA
"DB00122","Choline ion","english",NA
"DB00122","N-trimethylethanolamine","english",NA
"DB00122","N,N,N-trimethylethanol-ammonium","english",NA
"DB00122","trimethylethanolamine","english",NA
"DB00122","Vitamin J","english",NA
"DB00123","(S)-2,6-diaminohexanoic acid","english",NA
"DB00123","(S)-lysine","english",NA
"DB00123","(S)-a,e-diaminocaproic acid","english",NA
"DB00123","6-ammonio-L-norleucine","english",NA
"DB00123","L-2,6-Diaminocaproic acid","english",NA
"DB00123","L-lys","english",NA
"DB00123","L-Lysin","german",NA
"DB00123","LYS","english",NA
"DB00123","Lysina","spanish","inn"
"DB00123","Lysine","english","inn"
"DB00123","Lysine acid","english",NA
"DB00123","Lysinum","latin","inn"
"DB00125","(2S)-2-amino-5-(carbamimidamido)pentanoic acid","english",NA
"DB00125","(2S)-2-amino-5-guanidinopentanoic acid","english",NA
"DB00125","(S)-2-amino-5-guanidinopentanoic acid","english",NA
"DB00125","(S)-2-Amino-5-guanidinovaleric acid","english",NA
"DB00125","Arg","english",NA
"DB00125","Arginina","spanish",NA
"DB00125","Arginine","english","inn"
"DB00125","L-(+)-Arginine","english",NA
"DB00125","L-Arg","english",NA
"DB00125","L-Arginin","german",NA
"DB00125","R","english",NA
"DB00126","acide ascorbique","french","inn"
"DB00126","ácido ascórbico","spanish","inn"
"DB00126","Acidum ascorbicum","latin","inn"
"DB00126","acidum ascorbinicum","latin",NA
"DB00126","Ascorbate","english",NA
"DB00126","Ascorbic acid","english","inn/ban/jan/usp"
"DB00126","Ascorbinsäure","german",NA
"DB00126","L-(+)-ascorbic acid","english",NA
"DB00126","L-Ascorbate","english",NA
"DB00126","L-Ascorbic Acid","english",NA
"DB00126","Vitamin C","english",NA
"DB00126","Vitamina C","spanish",NA
"DB00127","4,9-diaza-1,12-dodecanediamine","english",NA
"DB00127","4,9-diazadodecane-1,12-diamine","english",NA
"DB00127","Musculamine","english",NA
"DB00127","N,N'-Bis(3-aminopropyl)-1,4-butanediamine","english",NA
"DB00127","Spermina","spanish",NA
"DB00127","Spermine","english",NA
"DB00128","(S)-2-aminobutanedioic acid","english",NA
"DB00128","(S)-2-aminosuccinic acid","english",NA
"DB00128","2-Aminosuccinic acid","english",NA
"DB00128","ácido aspártico","spanish",NA
"DB00128","Acidum asparticum","latin","inn"
"DB00128","Asp","english",NA
"DB00128","Aspartic acid","english","inn/usan/usp"
"DB00128","D","english",NA
"DB00128","L-Asp","english",NA
"DB00128","L-Asparaginsäure","german",NA
"DB00128","L-Aspartate","english",NA
"DB00128","L-Aspartic acid","english",NA
"DB00129","(S)-2,5-Diaminopentanoate","english",NA
"DB00129","(S)-2,5-Diaminopentanoic acid","english",NA
"DB00129","(S)-2,5-diaminovaleric acid","english",NA
"DB00129","(S)-ornithine","english",NA
"DB00129","(S)-a,d-diaminovaleric acid","english",NA
"DB00129","L-Ornithine","english",NA
"DB00129","levo-ornithine","english",NA
"DB00129","Ornithine","english","inn"
"DB00129","Ornithinum","latin",NA
"DB00129","Ornitina","spanish",NA
"DB00130","(2S)-2-amino-4-carbamoylbutanoic acid","english",NA
"DB00130","(2S)-2,5-diamino-5-oxopentanoic acid","english",NA
"DB00130","(S)-2,5-diamino-5-oxopentanoic acid","english",NA
"DB00130","Glutamic acid 5-amide","english",NA
"DB00130","Glutamic acid amide","english",NA
"DB00130","Glutamina","spanish",NA
"DB00130","Glutamine","english",NA
"DB00130","L-(+)-glutamine","english",NA
"DB00130","L-2-aminoglutaramic acid","english",NA
"DB00130","L-glutamic acid <U+03B3>-amide","english",NA
"DB00130","L-Glutamin","german",NA
"DB00130","L-Glutaminsäure-5-amid","german",NA
"DB00130","Levoglutamide","english",NA
"DB00130","Q","english",NA
"DB00131","5'-Adenosine monophosphate","english",NA
"DB00131","5'-Adenylic acid","english","iupac"
"DB00131","5'-AMP","english",NA
"DB00131","5'-O-Phosphonoadenosine","english",NA
"DB00131","Adenosine 5'-(dihydrogen phosphate)","english",NA
"DB00131","Adenosine 5'-monophosphate","english",NA
"DB00131","Adenosine 5'-phosphate","english",NA
"DB00131","Adenosine monophosphate","english",NA
"DB00131","Adenosine phosphate","english","inn"
"DB00131","Adenosine-5'-Monophosphate","english",NA
"DB00131","Adenosine-5'-monophosphoric acid","english",NA
"DB00131","Adenosine-5'P","english",NA
"DB00131","Adenosini phosphas","latin","inn"
"DB00131","Adenylate","english",NA
"DB00131","Adenylic acid","english",NA
"DB00131","Ado5'P","english",NA
"DB00131","AMP","english",NA
"DB00131","Fosfato de adenosina","spanish","inn"
"DB00131","PAdo","english",NA
"DB00131","Phosphate d'adénosine","french","inn"
"DB00132","(9,12,15)-linolenic acid","english",NA
"DB00132","(9Z,12Z,15Z)-Octadecatrienoic acid","english",NA
"DB00132","(Z,Z,Z)-9,12,15-octadecatrienoic acid","english",NA
"DB00132","9-cis,12-cis,15-cis-octadecatrienoic acid","english",NA
"DB00132","9,12,15-Octadecatrienoic acid","english",NA
"DB00132","ALA","english",NA
"DB00132","all-cis-9,12,15-Octadecatrienoic acid","english",NA
"DB00132","alpha-Linolenic acid","english",NA
"DB00132","cis-delta(9,12,15)-Octadecatrienoic acid","english",NA
"DB00132","cis,cis,cis-9,12,15-Octadecatrienoic acid","english",NA
"DB00132","Linolenic acid","english",NA
"DB00132","a-linolenic acid","english",NA
"DB00133","(S)-2-Amino-3-hydroxypropanoic acid","english",NA
"DB00133","(S)-Serine","english",NA
"DB00133","alpha-Amino-beta-hydroxypropionic acid","english",NA
"DB00133","beta-Hydroxyalanine","english",NA
"DB00133","L-Serine","english",NA
"DB00133","Ser","english",NA
"DB00133","Serina","spanish",NA
"DB00133","Serine","english","inn/usan"
"DB00133","Serinum","latin",NA
"DB00134","(2S)-2-amino-4-(methylsulfanyl)butanoic acid","english",NA
"DB00134","(S)-2-amino-4-(methylthio)butanoic acid","english",NA
"DB00134","(S)-2-amino-4-(methylthio)butyric acid","english",NA
"DB00134","(S)-methionine","english",NA
"DB00134","L-(-)-methionine","english",NA
"DB00134","L-a-Amino-g-methylthiobutyric acid","english",NA
"DB00134","L-Methionin","german",NA
"DB00134","L-Methionine","english",NA
"DB00134","L-a-amino-<U+03B3>-methylmercaptobutyric acid","english",NA
"DB00134","M","english",NA
"DB00134","Met","english",NA
"DB00134","Methionine","english","inn/usan"
"DB00135","(-)-a-amino-p-hydroxyhydrocinnamic acid","english",NA
"DB00135","(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid","english",NA
"DB00135","(S)-(-)-Tyrosine","english",NA
"DB00135","(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid","english",NA
"DB00135","(S)-3-(p-Hydroxyphenyl)alanine","english",NA
"DB00135","(S)-alpha-amino-4-Hydroxybenzenepropanoic acid","english",NA
"DB00135","(S)-Tyrosine","english",NA
"DB00135","(S)-a-amino-4-hydroxybenzenepropanoic acid","english",NA
"DB00135","4-hydroxy-L-phenylalanine","english",NA
"DB00135","L-Tyrosin","german",NA
"DB00135","L-tyrosine","english","jan"
"DB00135","Tirosina","spanish",NA
"DB00135","Tyr","english",NA
"DB00135","Tyrosine","english","inn/usan/usp"
"DB00135","Tyrosinum","latin",NA
"DB00135","Y","english",NA
"DB00136","(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol","english",NA
"DB00136","(1a,3ß,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol","english",NA
"DB00136","(5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol","english",NA
"DB00136","1-alpha-25-Dihydroxyvitamin D3","english",NA
"DB00136","1,25-DHCC","english",NA
"DB00136","1,25-dihydroxycholecalciferol","english",NA
"DB00136","1a,25-dihydroxycholecalciferol","english",NA
"DB00136","1a,25-dihydroxyvitamin D3","english",NA
"DB00136","1a,25(OH)2D3","english",NA
"DB00136","Calcitriol","english/spanish/french","inn/usan"
"DB00136","Calcitriolum","latin","inn"
"DB00137","Xanthophyll","english",NA
"DB00137","Xantofyl","english","inn"
"DB00138","(R,R)-3,3'-dithiobis(2-aminopropanoic acid)","english",NA
"DB00138","Cistina","spanish",NA
"DB00138","L-alpha-Diamino-beta-dithiolactic acid","english",NA
"DB00138","L-Cystine","english",NA
"DB00138","L-Dicysteine","english",NA
"DB00138","ß,ß'-dithiodialanine","english",NA
"DB00139","1,2-ethanedicarboxylic acid","english",NA
"DB00139","Acide butanedioïque","french",NA
"DB00139","Acide succinique","french",NA
"DB00139","Acidum succinicum","latin",NA
"DB00139","Amber acid","english",NA
"DB00139","Asuccin","english",NA
"DB00139","Bernsteinsäure","german",NA
"DB00139","Butandisäure","german",NA
"DB00139","Butanedioic acid","english","iupac"
"DB00139","Butanedionic acid","english",NA
"DB00139","Dihydrofumaric acid","english",NA
"DB00139","Ethylenesuccinic acid","english",NA
"DB00139","Spirit of amber","english",NA
"DB00139","Succinic acid","english","inn"
"DB00140","1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol","english",NA
"DB00140","6,7-Dimethyl-9-D-ribitylisoalloxazine","english",NA
"DB00140","7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine","english",NA
"DB00140","7,8-Dimethyl-10-ribitylisoalloxazine","english",NA
"DB00140","Lactoflavin","english",NA
"DB00140","Lactoflavine","english",NA
"DB00140","Riboflavin","english","inn"
"DB00140","Riboflavina","spanish","inn"
"DB00140","Riboflavine","french","inn"
"DB00140","Riboflavinum","latin","inn"
"DB00140","Vitamin B2","english",NA
"DB00140","Vitamin Bi","english",NA
"DB00140","Vitamin G","english",NA
"DB00141","2-Acetamido-2-deoxy-D-glucose","english",NA
"DB00141","aldehydo-N-acetyl-D-glucosamine","english",NA
"DB00141","D-GlcNAc","english",NA
"DB00141","N-Acetyl-D-glucosamine","english",NA
"DB00141","N-Acetylchitosamine","english",NA
"DB00142","(2S)-2-Aminopentanedioic acid","english",NA
"DB00142","(S)-2-Aminopentanedioic acid","english",NA
"DB00142","(S)-Glutamic acid","english",NA
"DB00142","ácido glutámico","spanish","inn"
"DB00142","Glu","english",NA
"DB00142","Glutamic Acid","english","inn/usan"
"DB00142","L-Glutamate","english",NA
"DB00142","L-Glutamic acid","english",NA
"DB00142","L-Glutaminic acid","english",NA
"DB00143","5-L-Glutamyl-L-cysteinylglycine","english",NA
"DB00143","gamma-L-Glutamyl-L-cysteinyl-glycine","english",NA
"DB00143","Glutathione","english","ban/jan"
"DB00143","Glutathione-SH","english",NA
"DB00143","GSH","english",NA
"DB00143","N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine","english",NA
"DB00143","Reduced glutathione","english",NA
"DB00144","Phosphatidyl-L-serine","english",NA
"DB00144","Phosphatidylserine","english",NA
"DB00144","PS","english",NA
"DB00144","Ptd-L-Ser","english",NA
"DB00145","Aminoacetic acid","english","iupac"
"DB00145","Aminoessigsäure","german",NA
"DB00145","Aminoethanoic acid","english",NA
"DB00145","Glicina","spanish",NA
"DB00145","Gly","english",NA
"DB00145","Glycin","german",NA
"DB00145","Glycine","english","inn"
"DB00145","Glycocoll","english",NA
"DB00145","Glykokoll","german",NA
"DB00145","Glyzin","german",NA
"DB00145","Leimzucker","german",NA
"DB00146","(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol","english",NA
"DB00146","(3ß,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol","english",NA
"DB00146","(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol","english",NA
"DB00146","25-hydroxycholecalciferol","english",NA
"DB00146","25-Hydroxyvitamin D3","english",NA
"DB00146","Calcidiol","english",NA
"DB00146","Calcifédiol","french","inn"
"DB00146","Calcifediol","english/spanish","inn"
"DB00146","Calcifediol anhydrous","english",NA
"DB00146","Calcifediolum","latin","inn"
"DB00147","2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine","english",NA
"DB00147","3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde","english",NA
"DB00147","3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde","english",NA
"DB00147","3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde","english",NA
"DB00147","Piridoxal","english",NA
"DB00147","Pyridoxaldehyde","english",NA
"DB00148","((amino(Imino)methyl)(methyl)amino)acetic acid","english",NA
"DB00148","(alpha-Methylguanido)acetic acid","english",NA
"DB00148","(N-methylcarbamimidamido)acetic acid","english",NA
"DB00148","(a-methylguanido)acetic acid","english",NA
"DB00148","alpha-Methylguanidino acetic acid","english",NA
"DB00148","Creatin","english",NA
"DB00148","Creatine","english",NA
"DB00148","Kreatin","english",NA
"DB00148","Methylglycocyamine","english",NA
"DB00148","N-(aminoiminomethyl)-N-methylglycine","english",NA
"DB00148","N-amidinosarcosine","english",NA
"DB00148","N-carbamimidoyl-N-methylglycine","english",NA
"DB00148","N-methyl-N-guanylglycine","english",NA
"DB00149","(2S)-2-Amino-4-methylpentanoic acid","english",NA
"DB00149","(2S)-alpha-2-Amino-4-methylvaleric acid","english",NA
"DB00149","(2S)-alpha-Leucine","english",NA
"DB00149","(S)-(+)-Leucine","english",NA
"DB00149","(S)-Leucine","english",NA
"DB00149","2-Amino-4-methylvaleric acid","english",NA
"DB00149","L","english",NA
"DB00149","L-Leucin","german",NA
"DB00149","L-Leuzin","german",NA
"DB00149","Leu","english",NA
"DB00149","Leucine","english",NA
"DB00150","(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid","english",NA
"DB00150","(S)-alpha-Amino-beta-(3-indolyl)-propionic acid","english",NA
"DB00150","(S)-Tryptophan","english",NA
"DB00150","(S)-a-amino-1H-indole-3-propanoic acid","english",NA
"DB00150","L-(-)-Tryptophan","english",NA
"DB00150","L-(-)-tryptophan","english",NA
"DB00150","L-ß-3-indolylalanine","english",NA
"DB00150","Trp","english",NA
"DB00150","Tryptophan","english","inn"
"DB00150","W","english",NA
"DB00151","(2R)-2-amino-3-mercaptopropanoic acid","english",NA
"DB00151","(2R)-2-amino-3-sulfanylpropanoic acid","english",NA
"DB00151","(R)-2-Amino-3-mercaptopropanoic acid","english",NA
"DB00151","Cys","english",NA
"DB00151","Cysteine","english",NA
"DB00151","Free Cysteine","english",NA
"DB00151","L-2-Amino-3-mercaptopropionic acid","english",NA
"DB00151","L-Cys","english",NA
"DB00151","L-Cystein","german",NA
"DB00151","L-Zystein","german",NA
"DB00152","Aneurin","english",NA
"DB00152","Antiberiberi factor","english",NA
"DB00152","Thiamin","german",NA
"DB00152","thiamine","english/french",NA
"DB00152","thiamine(1+)","english",NA
"DB00152","thiamine(1+) ion","english",NA
"DB00152","thiaminium","latin",NA
"DB00152","tiamina","spanish",NA
"DB00152","Vitamin B1","english",NA
"DB00153","(3ß,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol","english",NA
"DB00153","(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol","english",NA
"DB00153","(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol","english",NA
"DB00153","Activated ergosterol","english",NA
"DB00153","Ercalciol","english",NA
"DB00153","Ergocalciférol","french","inn"
"DB00153","Ergocalciferol","english/spanish","inn"
"DB00153","Ergocalciferolum","latin","inn"
"DB00153","Oleovitamin D2","english",NA
"DB00153","Viosterol","english",NA
"DB00153","Vitamin D2","english",NA
"DB00153","Vitamina D2","spanish",NA
"DB00154","(8Z,11Z,14Z)-Icosatrienoic acid","english",NA
"DB00154","(Z,Z,Z)-8,11,14-Eicosatrienoic acid","english",NA
"DB00154","(Z,Z,Z)-8,11,14-Icosatrienoate","english",NA
"DB00154","(Z,Z,Z)-8,11,14-Icosatrienoic acid","english",NA
"DB00154","20:3, n-6,9,12 all-cis","english",NA
"DB00154","8,11,14-Eicosatrienoic Acid","english",NA
"DB00154","8c,11c,14c-eicosatrienoic acid","english",NA
"DB00154","8c,11c,14c-Eicosatriensäure","german",NA
"DB00154","all-cis-8,11,14-eicosatrienoic acid","english",NA
"DB00154","all-cis-8,11,14-icosatrienoic acid","english",NA
"DB00154","all-cis-eicosa-8,11,14-trienoic acid","english",NA
"DB00154","all-cis-Eicosa-8,11,14-triensäure","german",NA
"DB00154","all-cis-icosa-8,11,14-trienoic acid","english",NA
"DB00154","C20:3, n-6,9,12 all-cis","english",NA
"DB00154","cis,cis,cis-8,11,14-eicosatrienoic acid","english",NA
"DB00154","DGLA","english",NA
"DB00154","dihomo-<U+03B3>-linolenic acid","english",NA
"DB00154","eicosa-8Z,11Z,14Z-trienoic acid","english",NA
"DB00154","gamma-Homolinolenic acid","english",NA
"DB00154","Homo-gamma-linolenic acid","english",NA
"DB00154","Homo-gamma-linolensäure","german",NA
"DB00154","Homo-<U+03B3>-linolensäure","german",NA
"DB00155","(S)-2-Amino-5-ureidopentanoic acid","english",NA
"DB00155","2-Amino-5-ureidovaleric acid","english",NA
"DB00155","alpha-amino-delta-Ureidovaleric acid","english",NA
"DB00155","Cit","english",NA
"DB00155","Citrulina","spanish",NA
"DB00155","Citrulline","english",NA
"DB00155","delta-Ureidonorvaline","english",NA
"DB00155","L-2-Amino-5-ureidovaleric acid","english",NA
"DB00155","N(5)-(Aminocarbonyl)-L-ornithine","english",NA
"DB00155","N(delta)-Carbamylornithine","english",NA
"DB00155","N5-(Aminocarbonyl)ornithine","english",NA
"DB00155","N5-Carbamoyl-L-ornithine","english",NA
"DB00155","N5-carbamoylornithine","english",NA
"DB00155","a-amino-d-ureidovaleric acid","english",NA
"DB00155","d-ureidonorvaline","english",NA
"DB00156","(2S,3R)-(-)-Threonine","english",NA
"DB00156","(2S)-threonine","english",NA
"DB00156","2-Amino-3-hydroxybutyric acid","english",NA
"DB00156","L-(-)-Threonine","english",NA
"DB00156","L-2-Amino-3-hydroxybutyric acid","english",NA
"DB00156","L-alpha-amino-beta-hydroxybutyric acid","english",NA
"DB00156","L-Threonin","english",NA
"DB00156","L-a-amino-ß-hydroxybutyric acid","english",NA
